season,week,kickoff,home_team,home_score,visitors_score,visiting_team
2003,1,2003-09-04T00:00:00+00:00,Redskins,16,13,Jets
2003,1,2003-09-07T00:00:00+00:00,49ers,49,7,Bears
2003,1,2003-09-07T00:00:00+00:00,Bengals,10,30,Broncos
2003,1,2003-09-07T00:00:00+00:00,Bills,31,0,Patriots
2003,1,2003-09-07T00:00:00+00:00,Browns,6,9,Colts
2003,1,2003-09-07T00:00:00+00:00,Chiefs,27,14,Chargers
2003,1,2003-09-07T00:00:00+00:00,Cowboys,13,27,Falcons
2003,1,2003-09-07T00:00:00+00:00,Dolphins,20,21,Texans
2003,1,2003-09-07T00:00:00+00:00,Giants,23,13,Rams
2003,1,2003-09-07T00:00:00+00:00,Lions,42,24,Cardinals
2003,1,2003-09-07T00:00:00+00:00,Packers,25,30,Vikings
2003,1,2003-09-07T00:00:00+00:00,Panthers,24,23,Jaguars
2003,1,2003-09-07T00:00:00+00:00,Seahawks,27,10,Saints
2003,1,2003-09-07T00:00:00+00:00,Steelers,34,15,Ravens
2003,1,2003-09-07T00:00:00+00:00,Titans,25,20,Raiders
2003,1,2003-09-08T00:00:00+00:00,Eagles,0,17,Buccaneers
2003,2,2003-09-14T00:00:00+00:00,Buccaneers,9,12,Panthers
2003,2,2003-09-14T00:00:00+00:00,Cardinals,0,38,Seahawks
2003,2,2003-09-14T00:00:00+00:00,Chargers,13,37,Broncos
2003,2,2003-09-14T00:00:00+00:00,Chiefs,41,20,Steelers
2003,2,2003-09-14T00:00:00+00:00,Colts,33,7,Titans
2003,2,2003-09-14T00:00:00+00:00,Eagles,10,31,Patriots
2003,2,2003-09-14T00:00:00+00:00,Falcons,31,33,Redskins
2003,2,2003-09-14T00:00:00+00:00,Jaguars,17,38,Bills
2003,2,2003-09-14T00:00:00+00:00,Jets,10,21,Dolphins
2003,2,2003-09-14T00:00:00+00:00,Packers,31,6,Lions
2003,2,2003-09-14T00:00:00+00:00,Raiders,23,20,Bengals
2003,2,2003-09-14T00:00:00+00:00,Rams,27,24,49ers
2003,2,2003-09-14T00:00:00+00:00,Ravens,33,13,Browns
2003,2,2003-09-14T00:00:00+00:00,Saints,31,10,Texans
2003,2,2003-09-14T00:00:00+00:00,Vikings,24,13,Bears
2003,2,2003-09-15T00:00:00+00:00,Giants,32,35,Cowboys
2003,3,2003-09-21T00:00:00+00:00,49ers,12,13,Browns
2003,3,2003-09-21T00:00:00+00:00,Bengals,10,17,Steelers
2003,3,2003-09-21T00:00:00+00:00,Cardinals,20,13,Packers
2003,3,2003-09-21T00:00:00+00:00,Chargers,10,24,Ravens
2003,3,2003-09-21T00:00:00+00:00,Colts,23,13,Jaguars
2003,3,2003-09-21T00:00:00+00:00,Dolphins,17,7,Bills
2003,3,2003-09-21T00:00:00+00:00,Falcons,10,31,Buccaneers
2003,3,2003-09-21T00:00:00+00:00,Lions,13,23,Vikings
2003,3,2003-09-21T00:00:00+00:00,Patriots,23,16,Jets
2003,3,2003-09-21T00:00:00+00:00,Redskins,21,24,Giants
2003,3,2003-09-21T00:00:00+00:00,Seahawks,24,23,Rams
2003,3,2003-09-21T00:00:00+00:00,Texans,14,42,Chiefs
2003,3,2003-09-21T00:00:00+00:00,Titans,27,12,Saints
2003,3,2003-09-22T00:00:00+00:00,Broncos,31,10,Raiders
2003,4,2003-09-28T00:00:00+00:00,Bills,13,23,Eagles
2003,4,2003-09-28T00:00:00+00:00,Broncos,20,16,Lions
2003,4,2003-09-28T00:00:00+00:00,Browns,14,21,Bengals
2003,4,2003-09-28T00:00:00+00:00,Jets,6,17,Cowboys
2003,4,2003-09-28T00:00:00+00:00,Panthers,23,3,Falcons
2003,4,2003-09-28T00:00:00+00:00,Raiders,34,31,Chargers
2003,4,2003-09-28T00:00:00+00:00,Rams,37,13,Cardinals
2003,4,2003-09-28T00:00:00+00:00,Ravens,10,17,Chiefs
2003,4,2003-09-28T00:00:00+00:00,Redskins,20,17,Patriots
2003,4,2003-09-28T00:00:00+00:00,Saints,21,55,Colts
2003,4,2003-09-28T00:00:00+00:00,Steelers,13,30,Titans
