season,week,kickoff,home_team,home_score,visitors_score,visiting_team
2001,1,2001-09-09T00:00:00+00:00,49ers,16,13,Falcons
2001,1,2001-09-09T00:00:00+00:00,Bengals,23,17,Patriots
2001,1,2001-09-09T00:00:00+00:00,Bills,6,24,Saints
2001,1,2001-09-09T00:00:00+00:00,Browns,6,9,Seahawks
2001,1,2001-09-09T00:00:00+00:00,Chargers,30,3,Redskins
2001,1,2001-09-09T00:00:00+00:00,Chiefs,24,27,Raiders
2001,1,2001-09-09T00:00:00+00:00,Cowboys,6,10,Buccaneers
2001,1,2001-09-09T00:00:00+00:00,Eagles,17,20,Rams
2001,1,2001-09-09T00:00:00+00:00,Jaguars,21,3,Steelers
2001,1,2001-09-09T00:00:00+00:00,Jets,24,45,Colts
2001,1,2001-09-09T00:00:00+00:00,Packers,28,6,Lions
2001,1,2001-09-09T00:00:00+00:00,Ravens,17,6,Bears
2001,1,2001-09-09T00:00:00+00:00,Titans,23,31,Dolphins
2001,1,2001-09-09T00:00:00+00:00,Vikings,13,24,Panthers
2001,1,2001-09-10T00:00:00+00:00,Broncos,31,20,Giants
2001,2,2001-09-23T00:00:00+00:00,49ers,26,30,Rams
2001,2,2001-09-23T00:00:00+00:00,Bears,17,10,Vikings
2001,2,2001-09-23T00:00:00+00:00,Bengals,21,10,Ravens
2001,2,2001-09-23T00:00:00+00:00,Browns,24,14,Lions
2001,2,2001-09-23T00:00:00+00:00,Cardinals,17,38,Broncos
2001,2,2001-09-23T00:00:00+00:00,Chiefs,3,13,Giants
2001,2,2001-09-23T00:00:00+00:00,Colts,42,26,Bills
2001,2,2001-09-23T00:00:00+00:00,Cowboys,21,32,Chargers
2001,2,2001-09-23T00:00:00+00:00,Dolphins,18,15,Raiders
2001,2,2001-09-23T00:00:00+00:00,Falcons,24,16,Panthers
2001,2,2001-09-23T00:00:00+00:00,Jaguars,13,6,Titans
2001,2,2001-09-23T00:00:00+00:00,Patriots,3,10,Jets
2001,2,2001-09-23T00:00:00+00:00,Seahawks,3,27,Eagles
2001,2,2001-09-24T00:00:00+00:00,Packers,37,0,Redskins
2001,3,2001-09-30T00:00:00+00:00,Bills,3,20,Steelers
2001,3,2001-09-30T00:00:00+00:00,Broncos,13,20,Ravens
2001,3,2001-09-30T00:00:00+00:00,Cardinals,14,34,Falcons
2001,3,2001-09-30T00:00:00+00:00,Chargers,28,14,Bengals
2001,3,2001-09-30T00:00:00+00:00,Eagles,40,18,Cowboys
2001,3,2001-09-30T00:00:00+00:00,Giants,21,13,Saints
2001,3,2001-09-30T00:00:00+00:00,Jaguars,14,23,Browns
2001,3,2001-09-30T00:00:00+00:00,Panthers,7,28,Packers
2001,3,2001-09-30T00:00:00+00:00,Patriots,44,13,Colts
2001,3,2001-09-30T00:00:00+00:00,Raiders,38,14,Seahawks
2001,3,2001-09-30T00:00:00+00:00,Rams,42,10,Dolphins
2001,3,2001-09-30T00:00:00+00:00,Redskins,13,45,Chiefs
2001,3,2001-09-30T00:00:00+00:00,Vikings,20,16,Buccaneers
2001,3,2001-10-01T00:00:00+00:00,Jets,17,19,49ers
2001,4,2001-10-07T00:00:00+00:00,49ers,24,14,Panthers
2001,4,2001-10-07T00:00:00+00:00,Bills,36,42,Jets
2001,4,2001-10-07T00:00:00+00:00,Broncos,20,6,Chiefs
2001,4,2001-10-07T00:00:00+00:00,Browns,20,16,Chargers
2001,4,2001-10-07T00:00:00+00:00,Buccaneers,14,10,Packers
2001,4,2001-10-07T00:00:00+00:00,Dolphins,30,10,Patriots
2001,4,2001-10-07T00:00:00+00:00,Eagles,20,21,Cardinals
2001,4,2001-10-07T00:00:00+00:00,Falcons,3,31,Bears
2001,4,2001-10-07T00:00:00+00:00,Giants,23,9,Redskins
2001,4,2001-10-07T00:00:00+00:00,Raiders,28,21,Cowboys
2001,4,2001-10-07T00:00:00+00:00,Ravens,26,7,Titans
2001,4,2001-10-07T00:00:00+00:00,Saints,28,15,Vikings
2001,4,2001-10-07T00:00:00+00:00,Seahawks,24,15,Jaguars
2001,4,2001-10-07T00:00:00+00:00,Steelers,16,7,Bengals
2001,4,2001-10-08T00:00:00+00:00,Lions,0,35,Rams
2001,5,2001-10-14T00:00:00+00:00,Bears,20,13,Cardinals
2001,5,2001-10-14T00:00:00+00:00,Bengals,24,14,Browns
2001,5,2001-10-14T00:00:00+00:00,Chiefs,17,20,Steelers
2001,5,2001-10-14T00:00:00+00:00,Colts,18,23,Raiders
2001,5,2001-10-14T00:00:00+00:00,Falcons,31,37,49ers
2001,5,2001-10-14T00:00:00+00:00,Jets,21,17,Dolphins
2001,5,2001-10-14T00:00:00+00:00,Packers,31,23,Ravens
2001,5,2001-10-14T00:00:00+00:00,Panthers,25,27,Saints
2001,5,2001-10-14T00:00:00+00:00,Patriots,29,26,Chargers
2001,5,2001-10-14T00:00:00+00:00,Rams,15,14,Giants
2001,5,2001-10-14T00:00:00+00:00,Seahawks,34,21,Broncos
2001,5,2001-10-14T00:00:00+00:00,Titans,31,28,Buccaneers
2001,5,2001-10-14T00:00:00+00:00,Vikings,31,26,Lions
2001,5,2001-10-15T00:00:00+00:00,Cowboys,9,7,Redskins
2001,6,2001-10-18T00:00:00+00:00,Jaguars,10,13,Bills
2001,6,2001-10-21T00:00:00+00:00,Bengals,0,24,Bears
2001,6,2001-10-21T00:00:00+00:00,Browns,24,14,Ravens
2001,6,2001-10-21T00:00:00+00:00,Buccaneers,10,17,Steelers
2001,6,2001-10-21T00:00:00+00:00,Cardinals,24,16,Chiefs
2001,6,2001-10-21T00:00:00+00:00,Chargers,27,10,Broncos
2001,6,2001-10-21T00:00:00+00:00,Colts,17,38,Patriots
2001,6,2001-10-21T00:00:00+00:00,Jets,14,34,Rams
2001,6,2001-10-21T00:00:00+00:00,Lions,24,27,Titans
2001,6,2001-10-21T00:00:00+00:00,Redskins,17,14,Panthers
2001,6,2001-10-21T00:00:00+00:00,Saints,13,20,Falcons
2001,6,2001-10-21T00:00:00+00:00,Vikings,35,13,Packers
2001,6,2001-10-22T00:00:00+00:00,Giants,9,10,Eagles
2001,7,2001-10-25T00:00:00+00:00,Chiefs,28,35,Colts
2001,7,2001-10-28T00:00:00+00:00,Bears,37,31,49ers
2001,7,2001-10-28T00:00:00+00:00,Broncos,31,20,Patriots
2001,7,2001-10-28T00:00:00+00:00,Buccaneers,41,14,Vikings
2001,7,2001-10-28T00:00:00+00:00,Chargers,27,24,Bills
2001,7,2001-10-28T00:00:00+00:00,Cowboys,17,3,Cardinals
2001,7,2001-10-28T00:00:00+00:00,Eagles,10,20,Raiders
2001,7,2001-10-28T00:00:00+00:00,Lions,27,31,Bengals
2001,7,2001-10-28T00:00:00+00:00,Panthers,12,13,Jets
2001,7,2001-10-28T00:00:00+00:00,Rams,31,34,Saints
2001,7,2001-10-28T00:00:00+00:00,Ravens,18,17,Jaguars
2001,7,2001-10-28T00:00:00+00:00,Redskins,35,21,Giants
2001,7,2001-10-28T00:00:00+00:00,Seahawks,20,24,Dolphins
2001,7,2001-10-29T00:00:00+00:00,Steelers,34,7,Titans
2001,8,2001-11-04T00:00:00+00:00,49ers,21,13,Lions
2001,8,2001-11-04T00:00:00+00:00,Bears,27,21,Browns
2001,8,2001-11-04T00:00:00+00:00,Bills,14,30,Colts
2001,8,2001-11-04T00:00:00+00:00,Cardinals,7,21,Eagles
2001,8,2001-11-04T00:00:00+00:00,Chargers,20,25,Chiefs
2001,8,2001-11-04T00:00:00+00:00,Dolphins,23,6,Panthers
2001,8,2001-11-04T00:00:00+00:00,Falcons,10,24,Patriots
2001,8,2001-11-04T00:00:00+00:00,Giants,27,24,Cowboys
2001,8,2001-11-04T00:00:00+00:00,Packers,21,20,Buccaneers
2001,8,2001-11-04T00:00:00+00:00,Redskins,27,14,Seahawks
2001,8,2001-11-04T00:00:00+00:00,Saints,9,16,Jets
2001,8,2001-11-04T00:00:00+00:00,Steelers,10,13,Ravens
2001,8,2001-11-04T00:00:00+00:00,Titans,28,24,Jaguars
2001,8,2001-11-05T00:00:00+00:00,Raiders,38,28,Broncos
2001,9,2001-11-11T00:00:00+00:00,49ers,28,27,Saints
2001,9,2001-11-11T00:00:00+00:00,Bears,12,20,Packers
2001,9,2001-11-11T00:00:00+00:00,Broncos,26,16,Chargers
2001,9,2001-11-11T00:00:00+00:00,Browns,12,15,Steelers
2001,9,2001-11-11T00:00:00+00:00,Cardinals,10,17,Giants
2001,9,2001-11-11T00:00:00+00:00,Colts,24,27,Dolphins
2001,9,2001-11-11T00:00:00+00:00,Eagles,48,17,Vikings
2001,9,2001-11-11T00:00:00+00:00,Falcons,20,13,Cowboys
