season,week,kickoff,home_team,home_score,visitors_score,visiting_team
1983,1,1983-09-03T00:00:00+00:00,49ers,17,22,Eagles
1983,1,1983-09-04T00:00:00+00:00,Bears,17,20,Falcons
1983,1,1983-09-04T00:00:00+00:00,Bengals,10,20,Raiders
1983,1,1983-09-04T00:00:00+00:00,Bills,0,12,Dolphins
1983,1,1983-09-04T00:00:00+00:00,Browns,21,27,Vikings
1983,1,1983-09-04T00:00:00+00:00,Buccaneers,0,11,Lions
1983,1,1983-09-04T00:00:00+00:00,Chargers,29,41,Jets
1983,1,1983-09-04T00:00:00+00:00,Chiefs,17,13,Seahawks
1983,1,1983-09-04T00:00:00+00:00,Giants,6,16,Rams
1983,1,1983-09-04T00:00:00+00:00,Oilers,38,41,Packers
1983,1,1983-09-04T00:00:00+00:00,Patriots,23,29,Colts
1983,1,1983-09-04T00:00:00+00:00,Saints,28,17,Cardinals
1983,1,1983-09-04T00:00:00+00:00,Steelers,10,14,Broncos
1983,1,1983-09-05T00:00:00+00:00,Redskins,30,31,Cowboys
1983,2,1983-09-08T00:00:00+00:00,Vikings,17,48,49ers
1983,2,1983-09-11T00:00:00+00:00,Bears,17,10,Buccaneers
1983,2,1983-09-11T00:00:00+00:00,Bengals,6,10,Bills
1983,2,1983-09-11T00:00:00+00:00,Cardinals,17,34,Cowboys
1983,2,1983-09-11T00:00:00+00:00,Colts,10,17,Broncos
1983,2,1983-09-11T00:00:00+00:00,Dolphins,34,24,Patriots
1983,2,1983-09-11T00:00:00+00:00,Eagles,13,23,Redskins
1983,2,1983-09-11T00:00:00+00:00,Falcons,13,16,Giants
1983,2,1983-09-11T00:00:00+00:00,Jets,10,17,Seahawks
1983,2,1983-09-11T00:00:00+00:00,Lions,26,31,Browns
1983,2,1983-09-11T00:00:00+00:00,Packers,21,25,Steelers
1983,2,1983-09-11T00:00:00+00:00,Raiders,20,6,Oilers
1983,2,1983-09-11T00:00:00+00:00,Rams,30,27,Saints
1983,2,1983-09-12T00:00:00+00:00,Chiefs,14,17,Chargers
1983,3,1983-09-15T00:00:00+00:00,Browns,17,7,Bengals
1983,3,1983-09-18T00:00:00+00:00,Bills,28,23,Colts
1983,3,1983-09-18T00:00:00+00:00,Broncos,10,13,Eagles
1983,3,1983-09-18T00:00:00+00:00,Buccaneers,16,19,Vikings
1983,3,1983-09-18T00:00:00+00:00,Cardinals,27,42,49ers
1983,3,1983-09-18T00:00:00+00:00,Cowboys,28,13,Giants
1983,3,1983-09-18T00:00:00+00:00,Lions,14,30,Falcons
1983,3,1983-09-18T00:00:00+00:00,Oilers,28,40,Steelers
1983,3,1983-09-18T00:00:00+00:00,Packers,27,24,Rams
1983,3,1983-09-18T00:00:00+00:00,Patriots,23,13,Jets
1983,3,1983-09-18T00:00:00+00:00,Redskins,27,12,Chiefs
1983,3,1983-09-18T00:00:00+00:00,Saints,34,31,Bears
1983,3,1983-09-18T00:00:00+00:00,Seahawks,34,31,Chargers
1983,3,1983-09-19T00:00:00+00:00,Raiders,27,14,Dolphins
1983,4,1983-09-25T00:00:00+00:00,49ers,24,20,Falcons
1983,4,1983-09-25T00:00:00+00:00,Bills,30,13,Oilers
1983,4,1983-09-25T00:00:00+00:00,Broncos,7,22,Raiders
1983,4,1983-09-25T00:00:00+00:00,Buccaneers,17,23,Bengals
1983,4,1983-09-25T00:00:00+00:00,Chargers,24,30,Browns
1983,4,1983-09-25T00:00:00+00:00,Colts,22,19,Bears
1983,4,1983-09-25T00:00:00+00:00,Cowboys,21,20,Saints
1983,4,1983-09-25T00:00:00+00:00,Dolphins,14,6,Chiefs
1983,4,1983-09-25T00:00:00+00:00,Eagles,11,14,Cardinals
1983,4,1983-09-25T00:00:00+00:00,Jets,27,24,Rams
1983,4,1983-09-25T00:00:00+00:00,Seahawks,17,27,Redskins
1983,4,1983-09-25T00:00:00+00:00,Steelers,23,28,Patriots
1983,4,1983-09-25T00:00:00+00:00,Vikings,20,17,Lions
1983,4,1983-09-26T00:00:00+00:00,Giants,27,3,Packers
1983,5,1983-10-02T00:00:00+00:00,Bears,31,14,Broncos
1983,5,1983-10-02T00:00:00+00:00,Bengals,31,34,Colts
1983,5,1983-10-02T00:00:00+00:00,Browns,9,24,Seahawks
1983,5,1983-10-02T00:00:00+00:00,Chiefs,38,14,Cardinals
1983,5,1983-10-02T00:00:00+00:00,Falcons,24,28,Eagles
1983,5,1983-10-02T00:00:00+00:00,Giants,34,41,Chargers
1983,5,1983-10-02T00:00:00+00:00,Packers,55,14,Buccaneers
1983,5,1983-10-02T00:00:00+00:00,Patriots,13,33,49ers
1983,5,1983-10-02T00:00:00+00:00,Rams,21,10,Lions
1983,5,1983-10-02T00:00:00+00:00,Redskins,37,35,Raiders
1983,5,1983-10-02T00:00:00+00:00,Saints,17,7,Dolphins
1983,5,1983-10-02T00:00:00+00:00,Steelers,17,10,Oilers
1983,5,1983-10-02T00:00:00+00:00,Vikings,24,37,Cowboys
1983,5,1983-10-03T00:00:00+00:00,Bills,10,34,Jets
1983,6,1983-10-09T00:00:00+00:00,49ers,7,10,Rams
1983,6,1983-10-09T00:00:00+00:00,Bears,14,23,Vikings
1983,6,1983-10-09T00:00:00+00:00,Browns,10,7,Jets
1983,6,1983-10-09T00:00:00+00:00,Cardinals,14,38,Redskins
1983,6,1983-10-09T00:00:00+00:00,Chargers,28,21,Seahawks
1983,6,1983-10-09T00:00:00+00:00,Colts,12,7,Patriots
1983,6,1983-10-09T00:00:00+00:00,Cowboys,27,24,Buccaneers
1983,6,1983-10-09T00:00:00+00:00,Dolphins,35,38,Bills
1983,6,1983-10-09T00:00:00+00:00,Falcons,17,19,Saints
1983,6,1983-10-09T00:00:00+00:00,Giants,13,17,Eagles
1983,6,1983-10-09T00:00:00+00:00,Lions,38,14,Packers
1983,6,1983-10-09T00:00:00+00:00,Oilers,14,26,Broncos
1983,6,1983-10-09T00:00:00+00:00,Raiders,21,20,Chiefs
1983,6,1983-10-10T00:00:00+00:00,Bengals,14,24,Steelers
1983,7,1983-10-16T00:00:00+00:00,Broncos,24,17,Bengals
1983,7,1983-10-16T00:00:00+00:00,Buccaneers,27,34,Cardinals
1983,7,1983-10-16T00:00:00+00:00,Chiefs,38,17,Giants
1983,7,1983-10-16T00:00:00+00:00,Colts,7,30,Bills
1983,7,1983-10-16T00:00:00+00:00,Cowboys,37,7,Eagles
