season,week,kickoff,home_team,home_score,visitors_score,visiting_team
2010,1,2010-09-09T20:30:00-05:00,Saints,14,9,Vikings
2010,1,2010-09-12T13:00:00-05:00,Bears,19,14,Lions
2010,1,2010-09-12T13:00:00-05:00,Bills,10,15,Dolphins
2010,1,2010-09-12T13:00:00-05:00,Buccaneers,17,14,Browns
2010,1,2010-09-12T13:00:00-05:00,Giants,31,18,Panthers
2010,1,2010-09-12T13:00:00-05:00,Jaguars,24,17,Broncos
2010,1,2010-09-12T13:00:00-05:00,Patriots,38,24,Bengals
2010,1,2010-09-12T13:00:00-05:00,Steelers,15,9,Falcons
2010,1,2010-09-12T13:00:00-05:00,Texans,34,24,Colts
2010,1,2010-09-12T13:00:00-05:00,Titans,38,13,Raiders
2010,1,2010-09-12T16:15:00-05:00,Eagles,20,27,Packers
2010,1,2010-09-12T16:15:00-05:00,Rams,13,17,Cardinals
2010,1,2010-09-12T16:15:00-05:00,Seahawks,31,6,49ers
2010,1,2010-09-12T20:20:00-05:00,Redskins,13,7,Cowboys
2010,1,2010-09-13T19:00:00-05:00,Jets,9,10,Ravens
2010,1,2010-09-13T22:15:00-05:00,Chiefs,21,14,Chargers
2010,2,2010-09-19T13:00:00-05:00,Bengals,15,10,Ravens
2010,2,2010-09-19T13:00:00-05:00,Browns,14,16,Chiefs
2010,2,2010-09-19T13:00:00-05:00,Cowboys,20,27,Bears
2010,2,2010-09-19T13:00:00-05:00,Falcons,41,7,Cardinals
2010,2,2010-09-19T13:00:00-05:00,Lions,32,35,Eagles
2010,2,2010-09-19T13:00:00-05:00,Packers,34,7,Bills
2010,2,2010-09-19T13:00:00-05:00,Panthers,7,20,Buccaneers
2010,2,2010-09-19T13:00:00-05:00,Titans,11,19,Steelers
2010,2,2010-09-19T13:00:00-05:00,Vikings,10,14,Dolphins
2010,2,2010-09-19T16:05:00-05:00,Broncos,31,14,Seahawks
2010,2,2010-09-19T16:05:00-05:00,Raiders,16,14,Rams
2010,2,2010-09-19T16:15:00-05:00,Chargers,38,13,Jaguars
2010,2,2010-09-19T16:15:00-05:00,Jets,28,14,Patriots
2010,2,2010-09-19T16:15:00-05:00,Redskins,27,30,Texans
2010,2,2010-09-19T20:20:00-05:00,Colts,38,14,Giants
2010,2,2010-09-20T20:30:00-05:00,49ers,22,25,Saints
2010,3,2010-09-26T13:00:00-05:00,Buccaneers,13,38,Steelers
2010,3,2010-09-26T13:00:00-05:00,Chiefs,31,10,49ers
2010,3,2010-09-26T13:00:00-05:00,Giants,10,29,Titans
2010,3,2010-09-26T13:00:00-05:00,Panthers,7,20,Bengals
2010,3,2010-09-26T13:00:00-05:00,Patriots,38,30,Bills
2010,3,2010-09-26T13:00:00-05:00,Ravens,24,17,Browns
2010,3,2010-09-26T13:00:00-05:00,Saints,24,27,Falcons
2010,3,2010-09-26T13:00:00-05:00,Texans,13,27,Cowboys
2010,3,2010-09-26T13:00:00-05:00,Vikings,24,10,Lions
2010,3,2010-09-26T16:05:00-05:00,Jaguars,3,28,Eagles
2010,3,2010-09-26T16:05:00-05:00,Rams,30,16,Redskins
2010,3,2010-09-26T16:15:00-05:00,Broncos,13,27,Colts
2010,3,2010-09-26T16:15:00-05:00,Cardinals,24,23,Raiders
2010,3,2010-09-26T16:15:00-05:00,Seahawks,27,20,Chargers
2010,3,2010-09-26T20:20:00-05:00,Dolphins,23,31,Jets
2010,3,2010-09-27T20:30:00-05:00,Bears,20,17,Packers
2010,4,2010-10-03T13:00:00-05:00,Bills,14,38,Jets
2010,4,2010-10-03T13:00:00-05:00,Browns,23,20,Bengals
2010,4,2010-10-03T13:00:00-05:00,Falcons,16,14,49ers
2010,4,2010-10-03T13:00:00-05:00,Packers,28,26,Lions
2010,4,2010-10-03T13:00:00-05:00,Rams,20,3,Seahawks
2010,4,2010-10-03T13:00:00-05:00,Saints,16,14,Panthers
2010,4,2010-10-03T13:00:00-05:00,Steelers,14,17,Ravens
2010,4,2010-10-03T13:00:00-05:00,Titans,20,26,Broncos
2010,4,2010-10-03T16:05:00-05:00,Jaguars,31,28,Colts
2010,4,2010-10-03T16:05:00-05:00,Raiders,24,31,Texans
2010,4,2010-10-03T16:15:00-05:00,Chargers,41,10,Cardinals
2010,4,2010-10-03T16:15:00-05:00,Eagles,12,17,Redskins
2010,4,2010-10-03T20:20:00-05:00,Giants,17,3,Bears
2010,4,2010-10-04T20:30:00-05:00,Dolphins,14,41,Patriots
2010,5,2010-10-10T13:00:00-05:00,Bengals,21,24,Buccaneers
2010,5,2010-10-10T13:00:00-05:00,Bills,26,36,Jaguars
2010,5,2010-10-10T13:00:00-05:00,Browns,10,20,Falcons
2010,5,2010-10-10T13:00:00-05:00,Colts,19,9,Chiefs
2010,5,2010-10-10T13:00:00-05:00,Lions,44,6,Rams
2010,5,2010-10-10T13:00:00-05:00,Panthers,6,23,Bears
2010,5,2010-10-10T13:00:00-05:00,Ravens,31,17,Broncos
2010,5,2010-10-10T13:00:00-05:00,Redskins,16,13,Packers
2010,5,2010-10-10T13:00:00-05:00,Texans,10,34,Giants
2010,5,2010-10-10T16:05:00-05:00,Cardinals,30,20,Saints
2010,5,2010-10-10T16:15:00-05:00,Cowboys,27,34,Titans
2010,5,2010-10-10T16:15:00-05:00,Raiders,35,27,Chargers
2010,5,2010-10-10T20:20:00-05:00,49ers,24,27,Eagles
