season,week,kickoff,home_team,home_score,visitors_score,visiting_team
1982,1,1982-09-12T00:00:00+00:00,49ers,17,23,Raiders
1982,1,1982-09-12T00:00:00+00:00,Bengals,27,6,Oilers
1982,1,1982-09-12T00:00:00+00:00,Bills,14,9,Chiefs
1982,1,1982-09-12T00:00:00+00:00,Broncos,3,23,Chargers
1982,1,1982-09-12T00:00:00+00:00,Colts,13,24,Patriots
1982,1,1982-09-12T00:00:00+00:00,Eagles,34,37,Redskins
1982,1,1982-09-12T00:00:00+00:00,Giants,14,16,Falcons
1982,1,1982-09-12T00:00:00+00:00,Jets,28,45,Dolphins
1982,1,1982-09-12T00:00:00+00:00,Lions,17,10,Bears
1982,1,1982-09-12T00:00:00+00:00,Packers,35,23,Rams
1982,1,1982-09-12T00:00:00+00:00,Saints,7,21,Cardinals
1982,1,1982-09-12T00:00:00+00:00,Seahawks,7,21,Browns
1982,1,1982-09-12T00:00:00+00:00,Vikings,17,10,Buccaneers
1982,1,1982-09-13T00:00:00+00:00,Cowboys,28,36,Steelers
1982,2,1982-09-16T00:00:00+00:00,Bills,23,22,Vikings
1982,2,1982-09-19T00:00:00+00:00,Bears,0,10,Saints
1982,2,1982-09-19T00:00:00+00:00,Broncos,24,21,49ers
1982,2,1982-09-19T00:00:00+00:00,Browns,21,24,Eagles
1982,2,1982-09-19T00:00:00+00:00,Buccaneers,13,21,Redskins
1982,2,1982-09-19T00:00:00+00:00,Cardinals,7,24,Cowboys
1982,2,1982-09-19T00:00:00+00:00,Chiefs,19,12,Chargers
1982,2,1982-09-19T00:00:00+00:00,Dolphins,24,20,Colts
1982,2,1982-09-19T00:00:00+00:00,Falcons,14,38,Raiders
1982,2,1982-09-19T00:00:00+00:00,Oilers,23,21,Seahawks
1982,2,1982-09-19T00:00:00+00:00,Patriots,7,31,Jets
1982,2,1982-09-19T00:00:00+00:00,Rams,14,19,Lions
1982,2,1982-09-19T00:00:00+00:00,Steelers,26,20,Bengals
1982,2,1982-09-20T00:00:00+00:00,Giants,19,27,Packers
1982,11,1982-11-21T00:00:00+00:00,Bears,20,17,Lions
1982,11,1982-11-21T00:00:00+00:00,Bills,7,9,Dolphins
1982,11,1982-11-21T00:00:00+00:00,Broncos,10,17,Seahawks
